Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Time
2020-01-16 04:29:00,Kolkata,BURGLARY,14,F,04:29:00
2020-01-16 01:07:00,Meerut,ILLEGAL POSSESSION,14,M,01:07:00
2020-01-16 16:35:00,Ludhiana,CYBERCRIME,26,F,16:35:00
2020-01-16 13:30:00,Jaipur,ILLEGAL POSSESSION,51,F,13:30:00
2020-01-16 12:08:00,Nagpur,KIDNAPPING,11,F,12:08:00
2020-01-16 06:19:00,Jaipur,IDENTITY THEFT,43,F,06:19:00
2020-01-16 09:39:00,Nagpur,FRAUD,69,M,09:39:00
2020-01-16 08:38:00,Nashik,ILLEGAL POSSESSION,59,M,08:38:00
2020-01-16 21:25:00,Chennai,KIDNAPPING,31,M,21:25:00
2020-01-16 11:57:00,Indore,ILLEGAL POSSESSION,46,F,11:57:00
2020-01-17 02:08:00,Bangalore,COUNTERFEITING,28,M,02:08:00
2020-01-17 08:59:00,Ghaziabad,EXTORTION,62,F,08:59:00
2020-01-17 06:35:00,Delhi,FIREARM OFFENSE,36,F,06:35:00
2020-01-16 21:32:00,Delhi,SEXUAL ASSAULT,24,F,21:32:00
2020-01-16 13:15:00,Meerut,DOMESTIC VIOLENCE,36,F,13:15:00
2020-01-16 20:37:00,Delhi,DRUG OFFENSE,28,F,20:37:00
2020-01-17 04:29:00,Lucknow,BURGLARY,29,F,04:29:00
2020-01-16 17:57:00,Indore,BURGLARY,44,M,17:57:00
2020-01-17 11:31:00,Mumbai,BURGLARY,27,F,11:31:00
2020-01-17 00:53:00,Delhi,DRUG OFFENSE,19,F,00:53:00
2020-01-17 14:11:00,Ghaziabad,DRUG OFFENSE,36,F,14:11:00
2020-01-16 20:42:00,Surat,IDENTITY THEFT,69,F,20:42:00
2020-01-17 10:33:00,Mumbai,IDENTITY THEFT,63,F,10:33:00
2020-01-17 08:06:00,Kanpur,SEXUAL ASSAULT,38,F,08:06:00
2020-01-17 02:48:00,Thane,ILLEGAL POSSESSION,73,F,02:48:00
2020-01-17 15:49:00,Pune,COUNTERFEITING,57,M,15:49:00
2020-01-17 06:21:00,Mumbai,IDENTITY THEFT,45,F,06:21:00
2020-01-17 23:14:00,Indore,COUNTERFEITING,13,F,23:14:00
2020-01-18 01:17:00,Rajkot,TRAFFIC VIOLATION,59,F,01:17:00
2020-01-17 06:55:00,Pune,IDENTITY THEFT,79,F,06:55:00
2020-01-17 11:59:00,Nagpur,COUNTERFEITING,19,M,11:59:00
2020-01-17 07:59:00,Delhi,COUNTERFEITING,51,F,07:59:00
2020-01-17 17:42:00,Delhi,ILLEGAL POSSESSION,54,F,17:42:00
2020-01-17 13:19:00,Lucknow,VEHICLE - STOLEN,54,M,13:19:00
2020-01-18 04:19:00,Mumbai,CYBERCRIME,56,M,04:19:00
2020-01-17 22:19:00,Ahmedabad,SHOPLIFTING,65,F,22:19:00
2020-01-18 01:40:00,Delhi,DOMESTIC VIOLENCE,35,F,01:40:00
2020-01-18 06:50:00,Chennai,BURGLARY,69,M,06:50:00
2020-01-18 00:41:00,Jaipur,ROBBERY,78,F,00:41:00
2020-01-18 04:02:00,Kanpur,COUNTERFEITING,19,F,04:02:00
2020-01-18 09:27:00,Mumbai,TRAFFIC VIOLATION,67,F,09:27:00
2020-01-17 19:49:00,Meerut,DRUG OFFENSE,66,F,19:49:00
2020-01-18 03:18:00,Agra,BURGLARY,36,F,03:18:00
2020-01-17 23:02:00,Kolkata,COUNTERFEITING,52,M,23:02:00
2020-01-18 15:11:00,Varanasi,IDENTITY THEFT,77,F,15:11:00
2020-01-18 00:27:00,Pune,IDENTITY THEFT,38,F,00:27:00
2020-01-18 01:42:00,Srinagar,BURGLARY,14,F,01:42:00
2020-01-18 12:06:00,Hyderabad,EXTORTION,69,M,12:06:00
2020-01-18 16:06:00,Varanasi,DOMESTIC VIOLENCE,52,F,16:06:00
2020-01-18 11:14:00,Kanpur,PUBLIC INTOXICATION,72,M,11:14:00
2020-01-18 10:38:00,Chennai,SHOPLIFTING,49,F,10:38:00
2020-01-18 21:32:00,Kolkata,FIREARM OFFENSE,29,M,21:32:00
2020-01-18 20:04:00,Mumbai,KIDNAPPING,46,M,20:04:00
2020-01-18 21:47:00,Bangalore,VEHICLE - STOLEN,60,F,21:47:00
2020-01-19 01:23:00,Delhi,FRAUD,30,F,01:23:00
2020-01-18 07:58:00,Patna,VEHICLE - STOLEN,52,F,07:58:00
2020-01-18 19:33:00,Ahmedabad,COUNTERFEITING,23,F,19:33:00
2020-01-18 13:59:00,Thane,SHOPLIFTING,47,F,13:59:00
2020-01-19 04:50:00,Delhi,ROBBERY,36,M,04:50:00
2020-01-18 18:29:00,Ludhiana,DOMESTIC VIOLENCE,40,M,18:29:00
2020-01-18 23:45:00,Jaipur,ROBBERY,12,F,23:45:00
2020-01-18 18:00:00,Ghaziabad,SEXUAL ASSAULT,66,F,18:00:00
2020-01-18 17:06:00,Chennai,BURGLARY,33,F,17:06:00
2020-01-19 03:05:00,Hyderabad,KIDNAPPING,28,M,03:05:00
2020-01-19 03:08:00,Mumbai,TRAFFIC VIOLATION,40,F,03:08:00
2020-01-19 03:35:00,Lucknow,ILLEGAL POSSESSION,45,M,03:35:00
2020-01-19 12:57:00,Kolkata,CYBERCRIME,73,F,12:57:00
2020-01-19 12:57:00,Hyderabad,EXTORTION,29,F,12:57:00
2020-01-18 20:36:00,Bangalore,FIREARM OFFENSE,33,F,20:36:00
2020-01-19 12:48:00,Hyderabad,ILLEGAL POSSESSION,16,M,12:48:00
2020-01-19 20:16:00,Delhi,BURGLARY,46,F,20:16:00
2020-01-19 05:59:00,Jaipur,IDENTITY THEFT,14,F,05:59:00
2020-01-19 08:30:00,Mumbai,ILLEGAL POSSESSION,76,F,08:30:00
2020-01-19 23:38:00,Kalyan,BURGLARY,61,M,23:38:00
2020-01-19 20:58:00,Jaipur,SEXUAL ASSAULT,45,M,20:58:00
2020-01-19 05:19:00,Jaipur,FRAUD,13,F,05:19:00
2020-01-19 18:52:00,Delhi,BURGLARY,53,F,18:52:00
2020-01-19 22:02:00,Surat,ROBBERY,17,M,22:02:00
2020-01-20 00:09:00,Delhi,PUBLIC INTOXICATION,18,F,00:09:00
2020-01-19 22:48:00,Delhi,BURGLARY,18,F,22:48:00
2020-01-20 01:19:00,Meerut,DRUG OFFENSE,79,F,01:19:00
2020-01-20 05:16:00,Mumbai,VANDALISM,28,M,05:16:00
2020-01-19 14:43:00,Delhi,FIREARM OFFENSE,79,F,14:43:00
2020-01-20 09:01:00,Jaipur,SEXUAL ASSAULT,78,F,09:01:00
2020-01-20 01:54:00,Nagpur,VEHICLE - STOLEN,22,F,01:54:00
2020-01-20 08:35:00,Hyderabad,ILLEGAL POSSESSION,31,F,08:35:00
2020-01-19 20:08:00,Rajkot,SEXUAL ASSAULT,54,M,20:08:00
2020-01-19 19:39:00,Surat,KIDNAPPING,35,F,19:39:00
2020-01-20 00:49:00,Chennai,VEHICLE - STOLEN,64,F,00:49:00
2020-01-20 00:04:00,Pune,COUNTERFEITING,30,F,00:04:00
2020-01-19 20:37:00,Delhi,SEXUAL ASSAULT,69,M,20:37:00
2020-01-19 23:36:00,Delhi,IDENTITY THEFT,42,F,23:36:00
2020-01-19 21:05:00,Bhopal,FIREARM OFFENSE,68,M,21:05:00
2020-01-20 13:06:00,Kolkata,ROBBERY,55,F,13:06:00
2020-01-19 21:25:00,Mumbai,CYBERCRIME,70,F,21:25:00
2020-01-20 16:26:00,Hyderabad,CYBERCRIME,68,F,16:26:00
2020-01-20 04:20:00,Jaipur,BURGLARY,56,F,04:20:00
2020-01-20 03:37:00,Pune,VANDALISM,62,M,03:37:00
2020-01-20 16:14:00,Mumbai,ARSON,62,M,16:14:00
2020-01-20 23:26:00,Pune,CYBERCRIME,44,F,23:26:00
2020-01-21 00:18:00,Surat,COUNTERFEITING,58,M,00:18:00
2020-01-20 17:47:00,Kolkata,FRAUD,27,M,17:47:00
2020-01-20 06:14:00,Kolkata,SHOPLIFTING,73,F,06:14:00
2020-01-20 22:13:00,Visakhapatnam,COUNTERFEITING,54,M,22:13:00
2020-01-21 02:28:00,Pune,DOMESTIC VIOLENCE,59,F,02:28:00
2020-01-20 10:01:00,Delhi,FRAUD,27,F,10:01:00
2020-01-21 04:32:00,Indore,ARSON,53,F,04:32:00
2020-01-20 16:12:00,Chennai,FRAUD,39,M,16:12:00
2020-01-20 17:58:00,Delhi,DRUG OFFENSE,67,F,17:58:00
2020-01-21 01:02:00,Patna,ARSON,74,F,01:02:00
2020-01-21 08:13:00,Ghaziabad,TRAFFIC VIOLATION,72,F,08:13:00
2020-01-21 12:35:00,Pune,COUNTERFEITING,58,M,12:35:00
2020-01-21 12:36:00,Kanpur,ILLEGAL POSSESSION,76,F,12:36:00
2020-01-21 12:11:00,Ludhiana,PUBLIC INTOXICATION,43,F,12:11:00
2020-01-21 14:29:00,Nagpur,COUNTERFEITING,45,M,14:29:00
2020-01-20 21:56:00,Agra,FIREARM OFFENSE,28,F,21:56:00
2020-01-21 08:58:00,Delhi,SEXUAL ASSAULT,67,F,08:58:00
2020-01-21 13:05:00,Hyderabad,ROBBERY,47,M,13:05:00
2020-01-21 15:05:00,Mumbai,BURGLARY,77,F,15:05:00
2020-01-21 01:20:00,Meerut,SHOPLIFTING,57,M,01:20:00
2020-01-21 09:13:00,Kolkata,BURGLARY,54,F,09:13:00
2020-01-21 21:30:00,Bangalore,SEXUAL ASSAULT,39,F,21:30:00
2020-01-21 08:40:00,Ahmedabad,HOMICIDE,12,M,08:40:00
2020-01-21 11:42:00,Hyderabad,VEHICLE - STOLEN,24,F,11:42:00
2020-01-21 12:24:00,Surat,FRAUD,17,M,12:24:00
2020-01-22 00:18:00,Hyderabad,TRAFFIC VIOLATION,11,F,00:18:00
2020-01-21 08:40:00,Ghaziabad,BURGLARY,15,M,08:40:00
2020-01-21 17:49:00,Delhi,EXTORTION,48,M,17:49:00
2020-01-22 05:39:00,Chennai,CYBERCRIME,32,F,05:39:00
2020-01-21 13:10:00,Delhi,IDENTITY THEFT,65,M,13:10:00
2020-01-22 03:22:00,Mumbai,COUNTERFEITING,21,F,03:22:00
2020-01-21 12:19:00,Chennai,SHOPLIFTING,60,M,12:19:00
2020-01-22 02:20:00,Delhi,DRUG OFFENSE,40,F,02:20:00
2020-01-21 17:40:00,Ahmedabad,VANDALISM,54,F,17:40:00
2020-01-21 15:55:00,Mumbai,VEHICLE - STOLEN,28,F,15:55:00
2020-01-22 08:46:00,Jaipur,IDENTITY THEFT,63,F,08:46:00
2020-01-21 16:28:00,Ludhiana,FIREARM OFFENSE,21,M,16:28:00
2020-01-22 10:45:00,Kolkata,VEHICLE - STOLEN,75,M,10:45:00
2020-01-21 23:09:00,Mumbai,BURGLARY,16,F,23:09:00
2020-01-21 21:14:00,Bangalore,BURGLARY,31,F,21:14:00
2020-01-21 21:10:00,Chennai,ARSON,67,F,21:10:00
2020-01-22 08:30:00,Mumbai,SHOPLIFTING,18,M,08:30:00
2020-01-22 00:42:00,Bangalore,IDENTITY THEFT,59,F,00:42:00
2020-01-22 20:41:00,Bangalore,ASSAULT,41,F,20:41:00
2020-01-22 07:27:00,Pune,SHOPLIFTING,70,F,07:27:00
2020-01-22 00:46:00,Nagpur,CYBERCRIME,62,F,00:46:00
2020-01-22 23:28:00,Kolkata,HOMICIDE,16,F,23:28:00
2020-01-22 04:56:00,Chennai,SEXUAL ASSAULT,32,F,04:56:00
2020-01-22 06:35:00,Jaipur,COUNTERFEITING,10,F,06:35:00
2020-01-22 17:15:00,Delhi,ARSON,48,M,17:15:00
2020-01-22 20:00:00,Delhi,DRUG OFFENSE,58,M,20:00:00
2020-01-22 14:42:00,Meerut,KIDNAPPING,26,F,14:42:00
2020-01-22 21:05:00,Meerut,PUBLIC INTOXICATION,65,F,21:05:00
2020-01-23 05:41:00,Jaipur,EXTORTION,71,F,05:41:00
2020-01-22 22:27:00,Nashik,COUNTERFEITING,62,M,22:27:00
2020-01-23 03:59:00,Jaipur,COUNTERFEITING,43,F,03:59:00
2020-01-23 03:19:00,Delhi,FRAUD,69,M,03:19:00
2020-01-22 22:42:00,Kalyan,FIREARM OFFENSE,12,F,22:42:00
2020-01-23 03:41:00,Bangalore,HOMICIDE,19,F,03:41:00
2020-01-22 20:42:00,Delhi,FIREARM OFFENSE,26,F,20:42:00
2020-01-22 16:04:00,Chennai,SEXUAL ASSAULT,66,F,16:04:00
2020-01-22 18:23:00,Mumbai,ROBBERY,73,F,18:23:00
2020-01-22 17:48:00,Meerut,ARSON,61,F,17:48:00
2020-01-22 22:01:00,Ludhiana,COUNTERFEITING,64,M,22:01:00
2020-01-23 12:14:00,Delhi,VEHICLE - STOLEN,34,F,12:14:00
2020-01-23 00:54:00,Delhi,SHOPLIFTING,47,F,00:54:00
2020-01-23 08:08:00,Hyderabad,HOMICIDE,11,F,08:08:00
2020-01-23 14:41:00,Lucknow,VANDALISM,14,F,14:41:00
2020-01-23 22:38:00,Vasai,COUNTERFEITING,38,F,22:38:00
2020-01-23 15:02:00,Hyderabad,VANDALISM,43,F,15:02:00
2020-01-23 21:54:00,Bangalore,KIDNAPPING,22,F,21:54:00
2020-01-23 15:30:00,Ahmedabad,FIREARM OFFENSE,13,M,15:30:00
2020-01-23 13:37:00,Visakhapatnam,DOMESTIC VIOLENCE,33,M,13:37:00
2020-01-23 20:01:00,Rajkot,HOMICIDE,49,M,20:01:00
2020-01-23 20:11:00,Delhi,COUNTERFEITING,74,M,20:11:00
2020-01-24 02:41:00,Chennai,VEHICLE - STOLEN,47,F,02:41:00
2020-01-23 11:50:00,Pune,EXTORTION,68,F,11:50:00
2020-01-23 12:43:00,Kolkata,SEXUAL ASSAULT,26,M,12:43:00
2020-01-24 04:58:00,Pune,IDENTITY THEFT,34,M,04:58:00
2020-01-23 22:59:00,Mumbai,ILLEGAL POSSESSION,52,M,22:59:00
2020-01-24 10:41:00,Patna,ARSON,59,F,10:41:00
2020-01-23 22:23:00,Mumbai,COUNTERFEITING,29,M,22:23:00
2020-01-24 05:28:00,Delhi,CYBERCRIME,11,M,05:28:00
2020-01-24 12:14:00,Ahmedabad,KIDNAPPING,78,F,12:14:00
2020-01-24 08:10:00,Jaipur,PUBLIC INTOXICATION,24,F,08:10:00
2020-01-24 08:17:00,Ghaziabad,VEHICLE - STOLEN,31,F,08:17:00
2020-01-24 03:30:00,Kolkata,BURGLARY,14,F,03:30:00
2020-01-23 21:27:00,Mumbai,ILLEGAL POSSESSION,64,M,21:27:00
2020-01-23 22:12:00,Chennai,ASSAULT,73,F,22:12:00
2020-01-24 15:09:00,Ludhiana,ASSAULT,48,M,15:09:00
2020-01-24 14:37:00,Mumbai,FIREARM OFFENSE,30,M,14:37:00
2020-01-24 20:11:00,Mumbai,ILLEGAL POSSESSION,61,F,20:11:00
2020-01-24 01:00:00,Ghaziabad,SEXUAL ASSAULT,13,F,01:00:00
2020-01-24 16:52:00,Mumbai,ROBBERY,79,F,16:52:00
2020-01-24 16:03:00,Pune,TRAFFIC VIOLATION,36,M,16:03:00
2020-01-24 06:09:00,Ludhiana,KIDNAPPING,11,F,06:09:00
2020-01-24 16:03:00,Hyderabad,KIDNAPPING,37,M,16:03:00
2020-01-24 20:20:00,Nagpur,TRAFFIC VIOLATION,43,F,20:20:00
2020-01-24 15:13:00,Ludhiana,ROBBERY,51,F,15:13:00
2020-01-24 16:08:00,Bangalore,ROBBERY,53,F,16:08:00
2020-01-24 07:55:00,Nagpur,PUBLIC INTOXICATION,71,F,07:55:00
2020-01-24 17:37:00,Chennai,VANDALISM,75,M,17:37:00
2020-01-25 04:27:00,Kolkata,VANDALISM,20,M,04:27:00
2020-01-24 22:46:00,Jaipur,SHOPLIFTING,61,F,22:46:00
2020-01-24 20:17:00,Mumbai,PUBLIC INTOXICATION,27,M,20:17:00
2020-01-25 06:07:00,Pune,VANDALISM,63,F,06:07:00
2020-01-25 00:19:00,Chennai,KIDNAPPING,48,M,00:19:00
2020-01-24 16:55:00,Hyderabad,VEHICLE - STOLEN,30,F,16:55:00
2020-01-25 07:20:00,Kolkata,SEXUAL ASSAULT,73,F,07:20:00
2020-01-25 14:23:00,Mumbai,FIREARM OFFENSE,67,F,14:23:00
2020-01-25 11:38:00,Indore,ASSAULT,10,F,11:38:00
2020-01-25 14:52:00,Visakhapatnam,CYBERCRIME,21,F,14:52:00
2020-01-24 23:58:00,Bangalore,ARSON,75,F,23:58:00
2020-01-25 04:57:00,Vasai,VEHICLE - STOLEN,44,F,04:57:00
2020-01-25 14:58:00,Delhi,DRUG OFFENSE,31,F,14:58:00
2020-01-24 23:53:00,Ahmedabad,IDENTITY THEFT,13,F,23:53:00
2020-01-25 18:54:00,Varanasi,FIREARM OFFENSE,30,F,18:54:00
2020-01-25 11:51:00,Hyderabad,VEHICLE - STOLEN,51,F,11:51:00
2020-01-25 15:38:00,Mumbai,IDENTITY THEFT,27,F,15:38:00
2020-01-25 23:23:00,Kanpur,ROBBERY,21,F,23:23:00
2020-01-25 08:53:00,Ludhiana,FIREARM OFFENSE,56,F,08:53:00
2020-01-26 00:29:00,Bangalore,PUBLIC INTOXICATION,72,M,00:29:00
2020-01-26 04:43:00,Delhi,VANDALISM,69,M,04:43:00
2020-01-25 18:33:00,Pune,EXTORTION,13,M,18:33:00
2020-01-26 00:59:00,Mumbai,BURGLARY,22,F,00:59:00
2020-01-25 16:48:00,Ludhiana,DRUG OFFENSE,25,F,16:48:00
2020-01-26 02:35:00,Agra,PUBLIC INTOXICATION,40,F,02:35:00
2020-01-25 20:21:00,Chennai,ARSON,16,F,20:21:00
2020-01-26 04:33:00,Jaipur,BURGLARY,59,M,04:33:00
2020-01-26 11:49:00,Nagpur,SHOPLIFTING,65,F,11:49:00
2020-01-25 21:28:00,Jaipur,KIDNAPPING,53,F,21:28:00
2020-01-25 23:38:00,Kolkata,IDENTITY THEFT,16,M,23:38:00
2020-01-26 05:35:00,Bangalore,ROBBERY,20,F,05:35:00
2020-01-26 14:05:00,Bangalore,CYBERCRIME,65,F,14:05:00
2020-01-26 02:38:00,Hyderabad,VEHICLE - STOLEN,24,M,02:38:00
2020-01-26 12:22:00,Srinagar,EXTORTION,55,F,12:22:00
2020-01-26 15:56:00,Bangalore,SHOPLIFTING,11,F,15:56:00
2020-01-26 03:36:00,Pune,PUBLIC INTOXICATION,12,F,03:36:00
2020-01-26 11:18:00,Chennai,TRAFFIC VIOLATION,35,F,11:18:00
2020-01-26 19:04:00,Bangalore,DOMESTIC VIOLENCE,70,M,19:04:00
2020-01-26 13:14:00,Mumbai,IDENTITY THEFT,55,F,13:14:00
2020-01-26 22:59:00,Jaipur,SHOPLIFTING,41,M,22:59:00
2020-01-26 22:50:00,Nagpur,HOMICIDE,41,F,22:50:00
2020-01-26 17:23:00,Mumbai,ROBBERY,41,F,17:23:00
2020-01-26 23:12:00,Jaipur,VEHICLE - STOLEN,46,F,23:12:00
2020-01-26 17:06:00,Bangalore,TRAFFIC VIOLATION,78,F,17:06:00
2020-01-26 22:18:00,Chennai,CYBERCRIME,20,F,22:18:00
2020-01-26 17:37:00,Delhi,ROBBERY,15,F,17:37:00
2020-01-26 16:31:00,Bangalore,BURGLARY,70,M,16:31:00
2020-01-27 06:00:00,Jaipur,CYBERCRIME,52,M,06:00:00
2020-01-26 10:59:00,Mumbai,EXTORTION,38,F,10:59:00
2020-01-26 20:41:00,Lucknow,BURGLARY,16,F,20:41:00
2020-01-26 16:22:00,Pune,FRAUD,32,F,16:22:00
2020-01-26 19:52:00,Srinagar,COUNTERFEITING,29,M,19:52:00
2020-01-26 16:30:00,Indore,FIREARM OFFENSE,25,F,16:30:00
2020-01-26 15:00:00,Mumbai,EXTORTION,46,F,15:00:00
2020-01-27 14:06:00,Pune,DRUG OFFENSE,70,F,14:06:00
2020-01-27 08:53:00,Delhi,PUBLIC INTOXICATION,51,M,08:53:00
2020-01-27 16:03:00,Delhi,DRUG OFFENSE,42,F,16:03:00
2020-01-27 16:50:00,Bangalore,COUNTERFEITING,25,M,16:50:00
2020-01-27 05:49:00,Delhi,EXTORTION,34,F,05:49:00
2020-01-27 01:12:00,Kolkata,IDENTITY THEFT,53,M,01:12:00
2020-01-27 03:18:00,Mumbai,ILLEGAL POSSESSION,77,F,03:18:00
2020-01-27 09:09:00,Bhopal,DOMESTIC VIOLENCE,48,F,09:09:00
2020-01-27 12:35:00,Mumbai,ROBBERY,46,M,12:35:00
2020-01-27 15:10:00,Srinagar,PUBLIC INTOXICATION,66,F,15:10:00
2020-01-27 09:24:00,Agra,PUBLIC INTOXICATION,47,M,09:24:00
2020-01-27 21:30:00,Kalyan,TRAFFIC VIOLATION,77,M,21:30:00
2020-01-27 22:52:00,Ahmedabad,HOMICIDE,12,M,22:52:00
2020-01-27 15:05:00,Kolkata,COUNTERFEITING,59,F,15:05:00
2020-01-27 11:22:00,Pune,SHOPLIFTING,19,M,11:22:00
2020-01-27 23:23:00,Chennai,SHOPLIFTING,18,F,23:23:00
2020-01-28 06:01:00,Delhi,CYBERCRIME,25,F,06:01:00
2020-01-27 21:26:00,Agra,CYBERCRIME,60,F,21:26:00
2020-01-27 19:36:00,Mumbai,CYBERCRIME,32,F,19:36:00
2020-01-27 11:07:00,Chennai,SHOPLIFTING,28,F,11:07:00
2020-01-28 03:47:00,Indore,ROBBERY,35,F,03:47:00
2020-01-27 13:44:00,Lucknow,BURGLARY,49,F,13:44:00
2020-01-28 05:41:00,Lucknow,CYBERCRIME,79,F,05:41:00
2020-01-27 20:45:00,Kolkata,DOMESTIC VIOLENCE,37,F,20:45:00
2020-01-28 01:31:00,Delhi,PUBLIC INTOXICATION,77,M,01:31:00
2020-01-28 09:12:00,Delhi,FIREARM OFFENSE,31,F,09:12:00
2020-01-28 08:20:00,Bangalore,DRUG OFFENSE,75,F,08:20:00
2020-01-28 03:26:00,Pune,BURGLARY,72,M,03:26:00
2020-01-28 06:21:00,Chennai,COUNTERFEITING,77,M,06:21:00
2020-01-28 18:11:00,Hyderabad,ASSAULT,43,F,18:11:00
2020-01-28 16:45:00,Hyderabad,ASSAULT,37,F,16:45:00
2020-01-28 13:26:00,Indore,CYBERCRIME,11,F,13:26:00
2020-01-28 20:14:00,Ghaziabad,IDENTITY THEFT,22,F,20:14:00
2020-01-28 08:41:00,Surat,COUNTERFEITING,28,M,08:41:00
2020-01-28 19:13:00,Hyderabad,HOMICIDE,57,F,19:13:00
2020-01-28 05:13:00,Chennai,VANDALISM,62,M,05:13:00
2020-01-28 10:27:00,Ahmedabad,BURGLARY,56,M,10:27:00
2020-01-28 07:07:00,Kolkata,SEXUAL ASSAULT,66,F,07:07:00
2020-01-28 23:25:00,Bangalore,BURGLARY,38,M,23:25:00
2020-01-29 03:24:00,Kanpur,EXTORTION,30,M,03:24:00
2020-01-28 08:43:00,Kolkata,SEXUAL ASSAULT,68,F,08:43:00
2020-01-28 09:01:00,Ghaziabad,EXTORTION,64,M,09:01:00
2020-01-29 01:49:00,Kanpur,VEHICLE - STOLEN,40,F,01:49:00
2020-01-28 16:40:00,Kolkata,IDENTITY THEFT,70,F,16:40:00
2020-01-29 08:05:00,Delhi,COUNTERFEITING,18,F,08:05:00
2020-01-29 10:40:00,Kolkata,COUNTERFEITING,10,F,10:40:00
2020-01-29 04:35:00,Kolkata,HOMICIDE,12,M,04:35:00
2020-01-28 14:21:00,Kolkata,ASSAULT,33,F,14:21:00
2020-01-28 20:05:00,Jaipur,SHOPLIFTING,22,F,20:05:00
2020-01-29 15:07:00,Ghaziabad,SHOPLIFTING,54,F,15:07:00
2020-01-29 00:04:00,Delhi,BURGLARY,32,F,00:04:00
2020-01-29 17:53:00,Chennai,IDENTITY THEFT,71,M,17:53:00
2020-01-29 12:27:00,Delhi,VEHICLE - STOLEN,43,F,12:27:00
2020-01-29 14:01:00,Hyderabad,SEXUAL ASSAULT,49,M,14:01:00
2020-01-29 01:18:00,Mumbai,ARSON,54,F,01:18:00
2020-01-29 16:26:00,Kolkata,TRAFFIC VIOLATION,27,F,16:26:00
2020-01-29 03:09:00,Delhi,TRAFFIC VIOLATION,19,M,03:09:00
2020-01-29 01:41:00,Pune,PUBLIC INTOXICATION,51,F,01:41:00
2020-01-29 23:53:00,Bangalore,KIDNAPPING,56,F,23:53:00
2020-01-29 11:34:00,Chennai,CYBERCRIME,33,F,11:34:00
2020-01-29 05:43:00,Kolkata,PUBLIC INTOXICATION,22,F,05:43:00
2020-01-30 02:28:00,Jaipur,FIREARM OFFENSE,36,F,02:28:00
2020-01-29 17:45:00,Hyderabad,COUNTERFEITING,12,F,17:45:00
2020-01-29 10:17:00,Kalyan,HOMICIDE,26,F,10:17:00
2020-01-29 07:15:00,Lucknow,SEXUAL ASSAULT,55,F,07:15:00
2020-01-30 05:29:00,Delhi,VANDALISM,25,F,05:29:00
2020-01-29 15:09:00,Thane,SEXUAL ASSAULT,66,F,15:09:00
2020-01-30 03:16:00,Delhi,IDENTITY THEFT,55,F,03:16:00
2020-01-30 02:14:00,Mumbai,BURGLARY,24,F,02:14:00
2020-01-30 02:17:00,Mumbai,CYBERCRIME,20,F,02:17:00
2020-01-29 19:24:00,Delhi,CYBERCRIME,50,F,19:24:00
2020-01-30 01:44:00,Mumbai,PUBLIC INTOXICATION,24,M,01:44:00
2020-01-29 22:07:00,Ahmedabad,VANDALISM,10,F,22:07:00
2020-01-30 01:28:00,Mumbai,ARSON,62,M,01:28:00
2020-01-29 22:07:00,Bangalore,ILLEGAL POSSESSION,59,F,22:07:00
2020-01-30 08:32:00,Delhi,IDENTITY THEFT,70,M,08:32:00
2020-01-30 06:10:00,Bangalore,SEXUAL ASSAULT,62,M,06:10:00
2020-01-30 08:02:00,Delhi,SHOPLIFTING,71,M,08:02:00
2020-01-30 06:45:00,Pune,ARSON,32,F,06:45:00
2020-01-30 19:49:00,Kanpur,ROBBERY,52,F,19:49:00
2020-01-30 13:11:00,Ahmedabad,DOMESTIC VIOLENCE,50,M,13:11:00
2020-01-30 14:39:00,Thane,BURGLARY,18,F,14:39:00
2020-01-30 14:06:00,Ludhiana,FIREARM OFFENSE,18,F,14:06:00
2020-01-30 07:31:00,Nagpur,BURGLARY,32,M,07:31:00
2020-01-30 12:50:00,Hyderabad,FRAUD,17,F,12:50:00
2020-01-30 19:29:00,Ahmedabad,DOMESTIC VIOLENCE,76,F,19:29:00
2020-01-30 05:27:00,Delhi,CYBERCRIME,27,M,05:27:00
2020-01-30 21:37:00,Visakhapatnam,ROBBERY,28,F,21:37:00
2020-01-30 07:26:00,Kolkata,VANDALISM,79,M,07:26:00
2020-01-30 14:53:00,Delhi,PUBLIC INTOXICATION,55,F,14:53:00
2020-01-30 23:54:00,Chennai,SEXUAL ASSAULT,29,F,23:54:00
2020-01-31 06:31:00,Thane,DOMESTIC VIOLENCE,69,F,06:31:00
2020-01-31 01:24:00,Ludhiana,ILLEGAL POSSESSION,24,M,01:24:00
2020-01-30 20:20:00,Surat,VEHICLE - STOLEN,48,F,20:20:00
2020-01-30 22:18:00,Kolkata,HOMICIDE,35,M,22:18:00
2020-01-30 17:48:00,Mumbai,TRAFFIC VIOLATION,46,F,17:48:00
2020-01-31 06:37:00,Chennai,SHOPLIFTING,32,M,06:37:00
2020-01-31 15:28:00,Delhi,VEHICLE - STOLEN,34,F,15:28:00
2020-01-30 17:34:00,Bangalore,ARSON,10,F,17:34:00
2020-01-31 03:45:00,Agra,FIREARM OFFENSE,41,F,03:45:00
2020-01-31 06:07:00,Bangalore,PUBLIC INTOXICATION,30,M,06:07:00
2020-01-31 01:35:00,Delhi,KIDNAPPING,54,F,01:35:00
2020-01-31 01:06:00,Mumbai,FIREARM OFFENSE,77,F,01:06:00
